2019-11-30 00:37:00	FOXNEWSW	37	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/2220	SWING STATE VOTERS SIGNAL RELUCTANCE. TO MEDICARE FOR ALL. . \\ \u00a2 +'hn anon n+n-n11 '\\\n> ROBIN BIRO I DEMOCRATIC STRATEGIST. . SWING STATE VOTERS SIGNAL RELUCTANCE. Tn MFnIrApF an All\n> COLIN REED | MANAGING DIRECTOR...
2019-11-30 00:38:00	FOXNEWSW	27	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/2280	SWING STATE VOTERS SIGNAL RELUCTANCE. TO MEDICARE FOR ALL. . \\ \u00a2 +'hn onon a+nmr '\\\nFLASHBACK: BLOOMBERG ARGUES FOR. TAX HIKES ON THE POOR. . \\ \u00a2 +'hn onon 54mm, '\\\n> MICHAEL BLOOMBERG D | 2O2O PRESIDENTIAL CANDIDATE....
2019-11-30 00:38:00	MSNBCW	61	MSNBCW_20191130_000000_Hardball_With_Chris_Matthews/start/2280	HARDBALL CELEBRATES 2O YEARS
2019-11-30 00:39:00	CNNW	29	CNNW_20191130_000000_Erin_Burnett_OutFront/start/2340	NYT REPORT REVEALS DISCORD, FINGER-POINTING IN HARRIS CAMPAIGN
2019-11-30 00:39:00	FOXNEWSW	28	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/2340	FLASHBACK: BLOOMBERG ARGUES FOR. TAX HIKES ON THE POOR. . \\ \u00a2 +'hn anon a+nmr '\\\n> COLIN REED | FMR SR VP DEFINERS PUBLIC AFFAIRS. . FLASHBACK: BLOOMBERG ARGUES FOR. TAX HIKFC nN THF pnnp\n> ROBIN BIRO I DEMOCRATIC...
2019-11-30 00:40:00	FOXNEWSW	5	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/2400	FLASHBACK: BLOOMBERG ARGUES FOR. TAX HIKES ON THE POOR. . \\ \u00a2 +'hn onon (\ufb01n-\u201c\u201c1 .L'
2019-11-30 00:42:00	CNNW	35	CNNW_20191130_000000_Erin_Burnett_OutFront/start/2520	NYT REPORT REVEALS DISCORD, FINGER-POINTING IN HARRIS CAMPAIGN\nNYT: STAFFERS DETAIL UNRAVELING INSIDE HARRIS CAMPAIGN\nNYT: STAFFERS DETAIL UNRAVELING INSIDE HARRIS CAMPAIGN. . Gil Duran Fmr. Sr....
2019-11-30 00:43:00	CNNW	27	CNNW_20191130_000000_Erin_Burnett_OutFront/start/2580	NYT: STAFFERS DETAIL UNRAVELING INSIDE HARRIS CAMPAIGN. . Gil Duran Fmr. Sr. Adviser & Comms Director to Kamala Harris when she was CA Atty. Gen.\nNYT: STAFFERS DETAIL UNRAVELING INSIDE HARRIS CAMPAIGN. . Gil Duran California Opinion Editor, The Sacramento Bee\nNYT: STAFFERS DETAIL...
2019-11-30 00:44:00	CNNW	34	CNNW_20191130_000000_Erin_Burnett_OutFront/start/2640	NYT: STAFFERS DETAIL UNRAVELING INSIDE HARRIS CAMPAIGN\nNYT: STAFFERS DETAIL UNRAVELING INSIDE HARRIS CAMPAIGN. . Bakari Sellers Endorsed Kamala Harris\nNYT: STAFFERS DETAIL UNRAVELING INSIDE...
2019-11-30 00:44:00	FOXNEWSW	10	FOXNEWSW_20191130_000000_The_Story_With_Martha_MacCallum/start/2640	STARBUCKS WORKER LABELS 'PIG'. ON CUP FOR POLICE OFFICERS. . m'ha\ufb02fnm'r\ufb01fnvh aura nnm \\
